ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0015698	inorganic anion transport	1/4	172/18866	0.0359748547135434	0.0693932286492312	0.0229571583501216	SLC39A14	1
GO:0006611	protein export from nucleus	1/4	184/18866	0.0384479678487681	0.0693932286492312	0.0229571583501216	XPO7	1
GO:0009749	response to glucose	1/4	197/18866	0.0411218007687177	0.0693932286492312	0.0229571583501216	SLC39A14	1
GO:0051216	cartilage development	1/4	197/18866	0.0411218007687177	0.0693932286492312	0.0229571583501216	SLC39A14	1
GO:0009746	response to hexose	1/4	202/18866	0.0421487117370759	0.0693932286492312	0.0229571583501216	SLC39A14	1
GO:0051168	nuclear export	1/4	204/18866	0.0425592450859604	0.0693932286492312	0.0229571583501216	XPO7	1
GO:0034284	response to monosaccharide	1/4	207/18866	0.0431747976564973	0.0693932286492312	0.0229571583501216	SLC39A14	1
GO:0016051	carbohydrate biosynthetic process	1/4	213/18866	0.0444050123175775	0.0693932286492312	0.0229571583501216	SLC39A14	1
GO:0045089	positive regulation of innate immune response	1/4	213/18866	0.0444050123175775	0.0693932286492312	0.0229571583501216	POLR3D	1
GO:0006006	glucose metabolic process	1/4	214/18866	0.0446099327030772	0.0693932286492312	0.0229571583501216	SLC39A14	1
GO:0032869	cellular response to insulin stimulus	1/4	226/18866	0.0470664074964108	0.070528131691395	0.0233326149956495	SLC39A14	1
GO:0098657	import into cell	1/4	230/18866	0.0478841787778774	0.070528131691395	0.0233326149956495	SLC39A14	1
GO:0009743	response to carbohydrate	1/4	233/18866	0.04849716174508	0.070528131691395	0.0233326149956495	SLC39A14	1
GO:0042593	glucose homeostasis	1/4	245/18866	0.0509461342501504	0.070528131691395	0.0233326149956495	SLC39A14	1
GO:0033500	carbohydrate homeostasis	1/4	246/18866	0.0511500016827799	0.070528131691395	0.0233326149956495	SLC39A14	1
GO:0002833	positive regulation of response to biotic stimulus	1/4	251/18866	0.0521688462186152	0.070528131691395	0.0233326149956495	POLR3D	1
GO:0019318	hexose metabolic process	1/4	254/18866	0.0527797589652654	0.070528131691395	0.0233326149956495	SLC39A14	1
GO:0051607	defense response to virus	1/4	258/18866	0.0535938498543302	0.070528131691395	0.0233326149956495	POLR3D	1
GO:0061448	connective tissue development	1/4	262/18866	0.054407415876219	0.070528131691395	0.0233326149956495	SLC39A14	1
GO:0032868	response to insulin	1/4	283/18866	0.0586700353335008	0.0746709540608192	0.0247031727720003	SLC39A14	1
GO:0005996	monosaccharide metabolic process	1/4	296/18866	0.0613015674238095	0.0766269592797619	0.0253502722429288	SLC39A14	1
GO:0045088	regulation of innate immune response	1/4	307/18866	0.0635239356280228	0.0780118507712561	0.0258084318340998	POLR3D	1
GO:0071375	cellular response to peptide hormone stimulus	1/4	330/18866	0.0681579520335015	0.0822595972818122	0.027213701356389	SLC39A14	1
GO:0009615	response to virus	1/4	349/18866	0.0719730628976243	0.084431378664237	0.0279321854227551	POLR3D	1
GO:0006913	nucleocytoplasmic transport	1/4	354/18866	0.0729750894115953	0.084431378664237	0.0279321854227551	XPO7	1
GO:0051169	nuclear transport	1/4	357/18866	0.0735759156931208	0.084431378664237	0.0279321854227551	XPO7	1
GO:0031349	positive regulation of defense response	1/4	385/18866	0.0791695544114027	0.0893849807870676	0.0295709710874509	POLR3D	1
GO:1901653	cellular response to peptide	1/4	398/18866	0.0817579729067599	0.0908421921186221	0.0300530560392434	SLC39A14	1
GO:0002831	regulation of response to biotic stimulus	1/4	409/18866	0.0839439076268198	0.0918136489668342	0.0303744402597045	POLR3D	1
GO:0001819	positive regulation of cytokine production	1/4	447/18866	0.0914653007492897	0.0970086523098527	0.0320930879822069	POLR3D	1
GO:0043434	response to peptide hormone	1/4	447/18866	0.0914653007492897	0.0970086523098527	0.0320930879822069	SLC39A14	1
GO:0070838	divalent metal ion transport	1/4	471/18866	0.0961917291535052	0.0989808018504904	0.0327455284317412	SLC39A14	1
GO:0051346	negative regulation of hydrolase activity	1/4	473/18866	0.096584764028978	0.0989808018504904	0.0327455284317412	SLC39A14	1
GO:0072511	divalent inorganic cation transport	1/4	478/18866	0.0975667903954834	0.0989808018504904	0.0327455284317412	SLC39A14	1
GO:0072503	cellular divalent inorganic cation homeostasis	1/4	492/18866	0.100312205217051	0.100312205217051	0.0331859927033854	SLC39A14	1
